date,avgTemp,state,country
2010,48.3872,Oregon,United States
2011,47.69289091,Oregon,United States
2012,49.53903636,Oregon,United States
2013,54.083075,Pennsylvania,United States
1950,51.58742,Pennsylvania,United States
1951,51.08441818,Pennsylvania,United States
1952,51.89752727,Pennsylvania,United States
1953,52.84498182,Pennsylvania,United States
1954,51.99276364,Pennsylvania,United States
1955,52.1546,Pennsylvania,United States
1956,50.95236364,Pennsylvania,United States
1957,52.26374545,Pennsylvania,United States
1958,49.33694545,Pennsylvania,United States
1959,52.65941818,Pennsylvania,United States
1960,50.06103636,Pennsylvania,United States
1961,51.63374545,Pennsylvania,United States
1962,50.13827273,Pennsylvania,United States
1963,49.96367273,Pennsylvania,United States
1964,51.14774545,Pennsylvania,United States
1965,50.93010909,Pennsylvania,United States
1966,50.66518182,Pennsylvania,United States
1967,49.69710909,Pennsylvania,United States
1968,51.21025455,Pennsylvania,United States
1969,50.74323636,Pennsylvania,United States
1970,51.90014545,Pennsylvania,United States
1971,51.78543636,Pennsylvania,United States
1972,50.00785455,Pennsylvania,United States
1973,52.7756,Pennsylvania,United States
1974,50.8676,Pennsylvania,United States
1975,51.75450909,Pennsylvania,United States
1976,50.30452727,Pennsylvania,United States
1977,52.20205455,Pennsylvania,United States
1978,49.95696364,Pennsylvania,United States
1979,50.92045455,Pennsylvania,United States
1980,50.4644,Pennsylvania,United States
1981,51.33347273,Pennsylvania,United States
1982,51.69167273,Pennsylvania,United States
1983,51.72063636,Pennsylvania,United States
1984,51.90129091,Pennsylvania,United States
1985,52.07474545,Pennsylvania,United States
1986,51.9656,Pennsylvania,United States
1987,52.47467273,Pennsylvania,United States
1988,51.49629091,Pennsylvania,United States
1989,49.93749091,Pennsylvania,United States
1990,53.12103636,Pennsylvania,United States
1991,53.92121818,Pennsylvania,United States
1992,50.38127273,Pennsylvania,United States
1993,50.79101818,Pennsylvania,United States
1994,51.77463636,Pennsylvania,United States
1995,51.17621818,Pennsylvania,United States
1996,50.79150909,Pennsylvania,United States
1997,51.0314,Pennsylvania,United States
1998,54.29316364,Pennsylvania,United States
1999,53.1104,Pennsylvania,United States
2000,51.53998182,Pennsylvania,United States
2001,53.13478182,Pennsylvania,United States
2002,52.93809091,Pennsylvania,United States
2003,51.46929091,Pennsylvania,United States
2004,52.63749091,Pennsylvania,United States
2005,52.54830909,Pennsylvania,United States
2006,53.13281818,Pennsylvania,United States
2007,52.13414545,Pennsylvania,United States
2008,51.63129091,Pennsylvania,United States
2009,51.94449091,Pennsylvania,United States
2010,53.29023636,Pennsylvania,United States
2011,53.87769091,Pennsylvania,United States
2012,54.64252727,Pennsylvania,United States
2013,55.660775,Rhode Island,United States
1950,52.36358,Rhode Island,United States
1951,51.60952727,Rhode Island,United States
1952,52.05003636,Rhode Island,United States
1953,53.096,Rhode Island,United States
1954,51.69756364,Rhode Island,United States
1955,51.53998182,Rhode Island,United States
1956,50.19734545,Rhode Island,United States
1957,52.66776364,Rhode Island,United States
1958,49.4636,Rhode Island,United States
1959,52.097,Rhode Island,United States
1960,50.74274545,Rhode Island,United States
1961,51.54881818,Rhode Island,United States
1962,49.47865455,Rhode Island,United States
1963,50.27196364,Rhode Island,United States
1964,50.62590909,Rhode Island,United States
1965,50.45114545,Rhode Island,United States
1966,50.71574545,Rhode Island,United States
1967,49.3574,Rhode Island,United States
1968,50.88134545,Rhode Island,United States
1969,51.0062,Rhode Island,United States
1970,51.31187273,Rhode Island,United States
1971,51.52558182,Rhode Island,United States
1972,49.74832727,Rhode Island,United States
1973,52.61932727,Rhode Island,United States
1974,50.89656364,Rhode Island,United States
1975,51.67170909,Rhode Island,United States
1976,50.82374545,Rhode Island,United States
1977,51.82749091,Rhode Island,United States
1978,49.66732727,Rhode Island,United States
1979,51.40858182,Rhode Island,United States
1980,50.36965455,Rhode Island,United States
1981,51.61181818,Rhode Island,United States
1982,51.2492,Rhode Island,United States
1983,52.05625455,Rhode Island,United States
1984,52.04790909,Rhode Island,United States
1985,51.72358182,Rhode Island,United States
1986,50.98689091,Rhode Island,United States
1987,51.30794545,Rhode Island,United States
1988,51.19667273,Rhode Island,United States
1989,50.04647273,Rhode Island,United States
1990,52.86592727,Rhode Island,United States
1991,53.39741818,Rhode Island,United States
1992,49.91261818,Rhode Island,United States
1993,50.79494545,Rhode Island,United States
1994,51.87069091,Rhode Island,United States
1995,50.98901818,Rhode Island,United States
1996,50.77138182,Rhode Island,United States
1997,51.09505455,Rhode Island,United States
1998,53.52210909,Rhode Island,United States
1999,53.49429091,Rhode Island,United States
2000,51.24870909,Rhode Island,United States
2001,53.00338182,Rhode Island,United States
2002,52.67807273,Rhode Island,United States
2003,51.24363636,Rhode Island,United States
2004,52.00470909,Rhode Island,United States
2005,52.29778182,Rhode Island,United States
2006,53.26618182,Rhode Island,United States
2007,51.66647273,Rhode Island,United States
2008,52.22349091,Rhode Island,United States
2009,51.84761818,Rhode Island,United States
2010,53.97865455,Rhode Island,United States
2011,53.76985455,Rhode Island,United States
2012,54.64792727,Rhode Island,United States
2013,55.64705,South Carolina,United States
1950,64.99544,South Carolina,United States
1951,64.79910909,South Carolina,United States
1952,64.69929091,South Carolina,United States
1953,65.48932727,South Carolina,United States
1954,65.4332,South Carolina,United States
1955,64.9562,South Carolina,United States
1956,65.64789091,South Carolina,United States
1957,65.1632,South Carolina,United States
1958,63.4262,South Carolina,United States
1959,65.22325455,South Carolina,United States
1960,63.32425455,South Carolina,United States
1961,64.50816364,South Carolina,United States
1962,64.36776364,South Carolina,United States
1963,63.46923636,South Carolina,United States
1964,64.23849091,South Carolina,United States
1965,64.50963636,South Carolina,United States
1966,63.40345455,South Carolina,United States
1967,63.43356364,South Carolina,United States
1968,63.58181818,South Carolina,United States
1969,63.27123636,South Carolina,United States
1970,65.25221818,South Carolina,United States
1971,64.904,South Carolina,United States
1972,64.04621818,South Carolina,United States
1973,65.09267273,South Carolina,United States
1974,64.38821818,South Carolina,United States
1975,65.15501818,South Carolina,United States
1976,63.46710909,South Carolina,United States
1977,65.58030909,South Carolina,United States
1978,64.53696364,South Carolina,United States
1979,64.13065455,South Carolina,United States
1980,64.21950909,South Carolina,United States
1981,64.09858182,South Carolina,United States
1982,65.54218182,South Carolina,United States
1983,64.02658182,South Carolina,United States
1984,65.16254545,South Carolina,United States
1985,65.98498182,South Carolina,United States
1986,66.77190909,South Carolina,United States
1987,64.83069091,South Carolina,United States
1988,64.01725455,South Carolina,United States
1989,64.22670909,South Carolina,United States
1990,67.13616364,South Carolina,United States
1991,66.23027273,South Carolina,United States
1992,64.25436364,South Carolina,United States
1993,64.68881818,South Carolina,United States
1994,65.61581818,South Carolina,United States
1995,64.9076,South Carolina,United States
1996,64.29330909,South Carolina,United States
1997,64.48754545,South Carolina,United States
1998,67.06105455,South Carolina,United States
1999,65.62252727,South Carolina,United States
2000,64.8752,South Carolina,United States
2001,66.0452,South Carolina,United States
2002,66.19754545,South Carolina,United States
2003,65.21229091,South Carolina,United States
2004,65.87256364,South Carolina,United States
2005,65.33272727,South Carolina,United States
2006,65.63103636,South Carolina,United States
2007,66.54167273,South Carolina,United States
2008,65.55281818,South Carolina,United States
2009,65.21670909,South Carolina,United States
2010,65.31178182,South Carolina,United States
2011,67.07332727,South Carolina,United States
2012,66.86354545,South Carolina,United States
2013,67.57655,South Dakota,United States
1950,47.78816,South Dakota,United States
1951,44.15621818,South Dakota,United States
1952,48.50501818,South Dakota,United States
1953,49.14941818,South Dakota,United States
1954,49.94829091,South Dakota,United States
1955,47.37641818,South Dakota,United States
1956,48.10558182,South Dakota,United States
1957,48.33712727,South Dakota,United States
1958,47.63267273,South Dakota,United States
1959,47.96092727,South Dakota,United States
1960,46.96569091,South Dakota,United States
1961,48.21030909,South Dakota,United States
1962,47.82445455,South Dakota,United States
1963,50.69610909,South Dakota,United States
1964,47.56149091,South Dakota,United States
1965,46.69929091,South Dakota,United States
1966,47.38296364,South Dakota,United States
1967,47.11623636,South Dakota,United States
1968,47.4926,South Dakota,United States
1969,47.6456,South Dakota,United States
1970,47.51223636,South Dakota,United States
1971,47.53350909,South Dakota,United States
1972,46.2218,South Dakota,United States
1973,49.05712727,South Dakota,United States
1974,49.23630909,South Dakota,United States
1975,46.93869091,South Dakota,United States
1976,49.35150909,South Dakota,United States
1977,49.71641818,South Dakota,United States
1978,46.37627273,South Dakota,United States
1979,46.79010909,South Dakota,United States
1980,49.56472727,South Dakota,United States
1981,50.10570909,South Dakota,United States
1982,47.11410909,South Dakota,United States
1983,47.38967273,South Dakota,United States
1984,47.94227273,South Dakota,United States
1985,46.19643636,South Dakota,United States
1986,48.50223636,South Dakota,United States
1987,51.25361818,South Dakota,United States
1988,50.32694545,South Dakota,United States
1989,46.81890909,South Dakota,United States
1990,49.22649091,South Dakota,United States
1991,50.35018182,South Dakota,United States
1992,47.92083636,South Dakota,United States
1993,45.69718182,South Dakota,United States
1994,48.74932727,South Dakota,United States
1995,47.64887273,South Dakota,United States
1996,45.22116364,South Dakota,United States
1997,48.57603636,South Dakota,United States
1998,50.64963636,South Dakota,United States
1999,51.15805455,South Dakota,United States
2000,48.86370909,South Dakota,United States
2001,49.35870909,South Dakota,United States
2002,48.90625455,South Dakota,United States
2003,49.10458182,South Dakota,United States
2004,49.65832727,South Dakota,United States
2005,50.69054545,South Dakota,United States
2006,50.23874545,South Dakota,United States
2007,49.89118182,South Dakota,United States
2008,47.05749091,South Dakota,United States
2009,46.67081818,South Dakota,United States
2010,48.58716364,South Dakota,United States
2011,48.34530909,South Dakota,United States
2012,52.0196,South Dakota,United States
2013,53.29535,Tennessee,United States
1950,59.44604,Tennessee,United States
1951,59.4176,Tennessee,United States
1952,59.9738,Tennessee,United States
1953,60.61263636,Tennessee,United States
1954,61.05674545,Tennessee,United States
1955,60.25378182,Tennessee,United States
1956,60.97083636,Tennessee,United States
1957,60.69052727,Tennessee,United States
1958,57.99494545,Tennessee,United States
1959,60.17687273,Tennessee,United States
1960,57.80070909,Tennessee,United States
1961,59.27998182,Tennessee,United States
1962,59.66812727,Tennessee,United States
1963,58.79676364,Tennessee,United States
1964,59.756,Tennessee,United States
1965,59.91881818,Tennessee,United States
1966,58.83849091,Tennessee,United States
1967,58.64016364,Tennessee,United States
1968,58.41336364,Tennessee,United States
1969,58.45607273,Tennessee,United States
1970,59.99327273,Tennessee,United States
1971,60.05136364,Tennessee,United States
1972,59.15463636,Tennessee,United States
1973,60.64716364,Tennessee,United States
1974,59.30370909,Tennessee,United States
1975,59.7128,Tennessee,United States
1976,57.97530909,Tennessee,United States
1977,60.77921818,Tennessee,United States
1978,59.17230909,Tennessee,United States
1979,58.66389091,Tennessee,United States
1980,59.34330909,Tennessee,United States
1981,59.35983636,Tennessee,United States
1982,60.29976364,Tennessee,United States
1983,59.00490909,Tennessee,United States
1984,60.28421818,Tennessee,United States
1985,60.36047273,Tennessee,United States
1986,61.41805455,Tennessee,United States
1987,60.90996364,Tennessee,United States
1988,59.45310909,Tennessee,United States
1989,58.3052,Tennessee,United States
1990,61.31430909,Tennessee,United States
1991,61.47287273,Tennessee,United States
1992,59.1422,Tennessee,United States
1993,59.08394545,Tennessee,United States
1994,60.43247273,Tennessee,United States
1995,59.71934545,Tennessee,United States
1996,58.96007273,Tennessee,United States
1997,59.16052727,Tennessee,United States
1998,62.30234545,Tennessee,United States
1999,61.38794545,Tennessee,United States
2000,60.32594545,Tennessee,United States
2001,60.989,Tennessee,United States
2002,60.88689091,Tennessee,United States
2003,60.30434545,Tennessee,United States
2004,60.8846,Tennessee,United States
2005,60.64552727,Tennessee,United States
2006,60.60281818,Tennessee,United States
2007,62.13167273,Tennessee,United States
2008,59.99916364,Tennessee,United States
2009,60.06445455,Tennessee,United States
2010,60.75074545,Tennessee,United States
2011,61.7288,Tennessee,United States
2012,62.49707273,Tennessee,United States
2013,63.081275,Texas,United States
1950,68.29106,Texas,United States
1951,67.38963636,Texas,United States
1952,66.41894545,Texas,United States
1953,67.41958182,Texas,United States
1954,68.66681818,Texas,United States
1955,67.30225455,Texas,United States
1956,68.04876364,Texas,United States
1957,66.59534545,Texas,United States
1958,65.60730909,Texas,United States
1959,65.94194545,Texas,United States
1960,65.78010909,Texas,United States
1961,65.83296364,Texas,United States
1962,67.77434545,Texas,United States
1963,67.90361818,Texas,United States
1964,66.82885455,Texas,United States
1965,66.83769091,Texas,United States
1966,65.95110909,Texas,United States
1967,66.85209091,Texas,United States
1968,65.14650909,Texas,United States
1969,66.3062,Texas,United States
1970,66.09510909,Texas,United States
1971,66.75014545,Texas,United States
1972,66.4016,Texas,United States
1973,66.12669091,Texas,United States
1974,66.63478182,Texas,United States
1975,65.62465455,Texas,United States
1976,64.85098182,Texas,United States
1977,68.054,Texas,United States
1978,66.49061818,Texas,United States
1979,65.64592727,Texas,United States
1980,67.04272727,Texas,United States
1981,67.12192727,Texas,United States
1982,66.70383636,Texas,United States
1983,65.49227273,Texas,United States
1984,67.19621818,Texas,United States
1985,66.91934545,Texas,United States
1986,67.35821818,Texas,United States
1987,65.88712727,Texas,United States
1988,66.71807273,Texas,United States
1989,65.91183636,Texas,United States
1990,67.33089091,Texas,United States
1991,67.05810909,Texas,United States
1992,66.42827273,Texas,United States
1993,66.08250909,Texas,United States
1994,67.5932,Texas,United States
1995,67.10310909,Texas,United States
1996,67.46065455,Texas,United States
1997,65.99496364,Texas,United States
1998,68.81932727,Texas,United States
1999,68.40990909,Texas,United States
2000,68.10063636,Texas,United States
2001,67.9064,Texas,United States
2002,66.82476364,Texas,United States
2003,67.54623636,Texas,United States
2004,66.96614545,Texas,United States
2005,67.56178182,Texas,United States
2006,68.59056364,Texas,United States
2007,67.07005455,Texas,United States
2008,67.48781818,Texas,United States
2009,67.55245455,Texas,United States
2010,67.22027273,Texas,United States
2011,69.55389091,Texas,United States
2012,69.47109091,Texas,United States
2013,71.4101,Utah,United States
1950,52.12274,Utah,United States
1951,48.52367273,Utah,United States
1952,48.75930909,Utah,United States
1953,49.57503636,Utah,United States
1954,50.96856364,Utah,United States
1955,48.34154545,Utah,United States
1956,49.13125455,Utah,United States
1957,49.27067273,Utah,United States
1958,51.11845455,Utah,United States
1959,50.07167273,Utah,United States
1960,50.28030909,Utah,United States
1961,49.40092727,Utah,United States
1962,50.0972,Utah,United States
1963,50.74585455,Utah,United States
1964,47.86781818,Utah,United States
1965,48.3548,Utah,United States
1966,49.94943636,Utah,United States
1967,49.25709091,Utah,United States
1968,48.58896364,Utah,United States
1969,49.36247273,Utah,United States
1970,48.9272,Utah,United States
1971,48.07383636,Utah,United States
1972,49.65881818,Utah,United States
1973,48.63952727,Utah,United States
1974,49.93290909,Utah,United States
1975,47.50929091,Utah,United States
1976,49.298,Utah,United States
1977,50.9234,Utah,United States
1978,49.29914545,Utah,United States
1979,49.20734545,Utah,United States
1980,50.01456364,Utah,United States
1981,51.39712727,Utah,United States
1982,48.07792727,Utah,United States
1983,49.11505455,Utah,United States
1984,48.07334545,Utah,United States
1985,48.86027273,Utah,United States
1986,50.54818182,Utah,United States
1987,50.08525455,Utah,United States
1988,50.31876364,Utah,United States
1989,50.54458182,Utah,United States
1990,49.97136364,Utah,United States
1991,49.22763636,Utah,United States
1992,50.64423636,Utah,United States
1993,48.23583636,Utah,United States
1994,50.76238182,Utah,United States
1995,50.41269091,Utah,United States
1996,50.9144,Utah,United States
1997,49.60514545,Utah,United States
1998,49.25283636,Utah,United States
1999,50.21992727,Utah,United States
2000,51.27947273,Utah,United States
2001,51.5444,Utah,United States
2002,50.43887273,Utah,United States
2003,51.44785455,Utah,United States
2004,50.38241818,Utah,United States
2005,50.33496364,Utah,United States
2006,50.40810909,Utah,United States
2007,51.88509091,Utah,United States
2008,49.87318182,Utah,United States
2009,49.63836364,Utah,United States
2010,49.78743636,Utah,United States
2011,49.18770909,Utah,United States
2012,52.29009091,Utah,United States
2013,55.703525,Vermont,United States
1950,47.18084,Vermont,United States
1951,45.34290909,Vermont,United States
1952,46.20429091,Vermont,United States
1953,47.51796364,Vermont,United States
1954,45.50425455,Vermont,United States
1955,45.78898182,Vermont,United States
1956,43.83270909,Vermont,United States
1957,46.68538182,Vermont,United States
1958,43.46992727,Vermont,United States
1959,45.92398182,Vermont,United States
1960,45.22034545,Vermont,United States
1961,46.11805455,Vermont,United States
1962,43.76774545,Vermont,United States
1963,44.13281818,Vermont,United States
1964,44.7854,Vermont,United States
1965,44.34685455,Vermont,United States
1966,44.92727273,Vermont,United States
1967,43.66383636,Vermont,United States
1968,44.75529091,Vermont,United States
1969,45.04590909,Vermont,United States
1970,45.41736364,Vermont,United States
1971,45.20185455,Vermont,United States
1972,43.19289091,Vermont,United States
1973,46.68816364,Vermont,United States
1974,44.42507273,Vermont,United States
1975,45.55269091,Vermont,United States
1976,44.37205455,Vermont,United States
1977,45.86016364,Vermont,United States
1978,43.4966,Vermont,United States
1979,45.68261818,Vermont,United States
1980,43.74156364,Vermont,United States
1981,46.45187273,Vermont,United States
1982,45.44141818,Vermont,United States
1983,46.10987273,Vermont,United States
1984,46.24143636,Vermont,United States
1985,45.23229091,Vermont,United States
1986,45.05278182,Vermont,United States
1987,45.74790909,Vermont,United States
1988,45.28858182,Vermont,United States
1989,43.66449091,Vermont,United States
1990,46.79354545,Vermont,United States
1991,47.20476364,Vermont,United States
1992,44.00076364,Vermont,United States
1993,44.39250909,Vermont,United States
1994,45.80910909,Vermont,United States
1995,45.1094,Vermont,United States
1996,45.40116364,Vermont,United States
1997,44.60245455,Vermont,United States
1998,48.31470909,Vermont,United States
1999,47.85996364,Vermont,United States
2000,45.30150909,Vermont,United States
2001,47.22194545,Vermont,United States
2002,46.32636364,Vermont,United States
2003,45.48756364,Vermont,United States
2004,45.94803636,Vermont,United States
2005,46.87929091,Vermont,United States
2006,47.61385455,Vermont,United States
2007,45.2876,Vermont,United States
2008,45.90876364,Vermont,United States
2009,45.99614545,Vermont,United States
2010,48.3134,Vermont,United States
2011,47.80089091,Vermont,United States
2012,48.92867273,Vermont,United States
2013,50.7713,Virginia,United States
1950,57.81398,Virginia,United States
1951,57.3584,Virginia,United States
1952,57.81429091,Virginia,United States
1953,58.82490909,Virginia,United States
1954,58.08985455,Virginia,United States
1955,57.803,Virginia,United States
1956,58.18509091,Virginia,United States
1957,58.48274545,Virginia,United States
1958,55.82381818,Virginia,United States
1959,58.71134545,Virginia,United States
1960,56.05487273,Virginia,United States
1961,57.44709091,Virginia,United States
1962,56.37085455,Virginia,United States
1963,56.21490909,Virginia,United States
1964,57.34710909,Virginia,United States
1965,57.47294545,Virginia,United States
1966,56.46396364,Virginia,United States
1967,55.77718182,Virginia,United States
1968,56.90692727,Virginia,United States
1969,56.41356364,Virginia,United States
1970,58.11816364,Virginia,United States
1971,57.98430909,Virginia,United States
1972,56.55510909,Virginia,United States
1973,58.36492727,Virginia,United States
1974,57.21947273,Virginia,United States
1975,57.85912727,Virginia,United States
1976,56.55216364,Virginia,United States
1977,58.42530909,Virginia,United States
1978,56.72332727,Virginia,United States
1979,56.62809091,Virginia,United States
1980,57.00118182,Virginia,United States
1981,56.74001818,Virginia,United States
1982,57.94667273,Virginia,United States
1983,57.18903636,Virginia,United States
1984,58.10850909,Virginia,United States
1985,58.71150909,Virginia,United States
1986,58.56767273,Virginia,United States
1987,58.12405455,Virginia,United States
1988,57.00821818,Virginia,United States
1989,56.54381818,Virginia,United States
1990,59.65094545,Virginia,United States
1991,59.67974545,Virginia,United States
1992,56.94652727,Virginia,United States
1993,57.41878182,Virginia,United States
1994,58.45018182,Virginia,United States
1995,57.42925455,Virginia,United States
1996,56.81692727,Virginia,United States
1997,57.21063636,Virginia,United States
1998,59.89754545,Virginia,United States
1999,58.74603636,Virginia,United States
2000,57.68845455,Virginia,United States
2001,58.72770909,Virginia,United States
2002,59.09049091,Virginia,United States
2003,57.99249091,Virginia,United States
2004,58.86516364,Virginia,United States
2005,58.33301818,Virginia,United States
2006,58.65309091,Virginia,United States
2007,59.07445455,Virginia,United States
2008,58.27067273,Virginia,United States
2009,57.98856364,Virginia,United States
2010,58.75634545,Virginia,United States
2011,60.03156364,Virginia,United States
2012,59.92421818,Virginia,United States
2013,60.9944,Washington,United States
1950,48.8651,Washington,United States
1951,46.76409091,Washington,United States
1952,47.96550909,Washington,United States
1953,48.22536364,Washington,United States
1954,46.76687273,Washington,United States
1955,44.63485455,Washington,United States
1956,46.73709091,Washington,United States
1957,47.92672727,Washington,United States
1958,50.24447273,Washington,United States
1959,46.88452727,Washington,United States
1960,47.48441818,Washington,United States
1961,48.23550909,Washington,United States
1962,47.72512727,Washington,United States
1963,48.58094545,Washington,United States
1964,45.86261818,Washington,United States
1965,47.99267273,Washington,United States
1966,48.26692727,Washington,United States
1967,48.8804,Washington,United States
1968,47.65083636,Washington,United States
1969,47.79614545,Washington,United States
1970,47.40309091,Washington,United States
1971,46.60798182,Washington,United States
1972,46.88076364,Washington,United States
1973,48.04929091,Washington,United States
1974,48.39554545,Washington,United States
1975,46.58589091,Washington,United States
1976,47.04227273,Washington,United States
1977,47.92034545,Washington,United States
1978,47.14012727,Washington,United States
1979,48.76307273,Washington,United States
1980,48.03014545,Washington,United States
1981,48.19361818,Washington,United States
1982,46.92330909,Washington,United States
1983,47.61843636,Washington,United States
1984,46.50194545,Washington,United States
1985,45.48690909,Washington,United States
1986,48.42238182,Washington,United States
1987,49.694,Washington,United States
1988,48.80447273,Washington,United States
1989,47.71645455,Washington,United States
1990,48.26610909,Washington,United States
1991,48.67896364,Washington,United States
1992,49.77434545,Washington,United States
1993,47.29541818,Washington,United States
1994,48.76765455,Washington,United States
1995,48.8084,Washington,United States
1996,47.0408,Washington,United States
1997,48.61743636,Washington,United States
1998,49.94092727,Washington,United States
1999,48.03489091,Washington,United States
2000,47.62465455,Washington,United States
2001,48.31929091,Washington,United States
2002,48.25072727,Washington,United States
2003,49.39454545,Washington,United States
2004,50.11389091,Washington,United States
2005,48.84341818,Washington,United States
2006,48.7004,Washington,United States
2007,48.64394545,Washington,United States
2008,47.53776364,Washington,United States
2009,48.01198182,Washington,United States
2010,48.22110909,Washington,United States
2011,46.9814,Washington,United States
2012,48.77354545,Washington,United States
2013,53.81555,West Virginia,United States
1950,54.3218,West Virginia,United States
1951,53.99518182,West Virginia,United States
1952,54.72958182,West Virginia,United States
1953,55.55889091,West Virginia,United States
1954,54.85443636,West Virginia,United States
1955,54.8114,West Virginia,United States
1956,54.78832727,West Virginia,United States
1957,55.37496364,West Virginia,United States
1958,52.24067273,West Virginia,United States
1959,55.51356364,West Virginia,United States
1960,52.5344,West Virginia,United States
1961,54.28907273,West Virginia,United States
1962,53.33949091,West Virginia,United States
1963,52.58267273,West Virginia,United States
1964,54.22165455,West Virginia,United States
1965,54.44256364,West Virginia,United States
1966,53.3174,West Virginia,United States
1967,52.85758182,West Virginia,United States
1968,53.60490909,West Virginia,United States
1969,53.18370909,West Virginia,United States
1970,55.15830909,West Virginia,United States
1971,54.69063636,West Virginia,United States
1972,53.30070909,West Virginia,United States
1973,55.49818182,West Virginia,United States
1974,53.86345455,West Virginia,United States
1975,54.7754,West Virginia,United States
1976,52.90061818,West Virginia,United States
1977,55.10807273,West Virginia,United States
1978,53.36714545,West Virginia,United States
1979,53.39087273,West Virginia,United States
1980,53.25456364,West Virginia,United States
1981,53.44830909,West Virginia,United States
1982,54.9968,West Virginia,United States
1983,54.11889091,West Virginia,United States
1984,54.95949091,West Virginia,United States
1985,55.21247273,West Virginia,United States
1986,55.4288,West Virginia,United States
1987,55.41472727,West Virginia,United States
1988,54.11823636,West Virginia,United States
1989,52.87410909,West Virginia,United States
1990,56.10445455,West Virginia,United States
1991,56.64167273,West Virginia,United States
1992,53.78163636,West Virginia,United States
1993,54.01121818,West Virginia,United States
1994,55.05767273,West Virginia,United States
1995,54.09189091,West Virginia,United States
1996,53.50721818,West Virginia,United States
1997,53.7818,West Virginia,United States
1998,56.75507273,West Virginia,United States
1999,55.7024,West Virginia,United States
2000,54.67361818,West Virginia,United States
2001,55.78732727,West Virginia,United States
2002,55.91872727,West Virginia,United States
2003,54.83103636,West Virginia,United States
2004,55.81809091,West Virginia,United States
2005,55.2848,West Virginia,United States
2006,55.28447273,West Virginia,United States
2007,55.74936364,West Virginia,United States
2008,54.57543636,West Virginia,United States
2009,54.83398182,West Virginia,United States
2010,55.35827273,West Virginia,United States
2011,56.79778182,West Virginia,United States
2012,56.98334545,West Virginia,United States
2013,58.1,Wisconsin,United States
1950,45.77018,Wisconsin,United States
1951,43.80210909,Wisconsin,United States
1952,46.87798182,Wisconsin,United States
1953,47.67292727,Wisconsin,United States
1954,47.17121818,Wisconsin,United States
1955,46.82005455,Wisconsin,United States
1956,45.80027273,Wisconsin,United States
1957,46.49147273,Wisconsin,United States
1958,45.3344,Wisconsin,United States
1959,46.26712727,Wisconsin,United States
1960,45.46596364,Wisconsin,United States
1961,46.67801818,Wisconsin,United States
1962,45.68589091,Wisconsin,United States
1963,46.65150909,Wisconsin,United States
1964,46.67016364,Wisconsin,United States
1965,45.18827273,Wisconsin,United States
1966,45.92643636,Wisconsin,United States
1967,44.3516,Wisconsin,United States
1968,46.83429091,Wisconsin,United States
1969,45.6044,Wisconsin,United States
1970,46.4432,Wisconsin,United States
1971,46.44238182,Wisconsin,United States
1972,44.06589091,Wisconsin,United States
1973,47.82330909,Wisconsin,United States
1974,45.87898182,Wisconsin,United States
1975,46.24634545,Wisconsin,United States
1976,45.34536364,Wisconsin,United States
1977,47.8346,Wisconsin,United States
1978,45.07192727,Wisconsin,United States
1979,44.96605455,Wisconsin,United States
1980,45.88667273,Wisconsin,United States
1981,47.17530909,Wisconsin,United States
1982,46.02249091,Wisconsin,United States
1983,46.66574545,Wisconsin,United States
1984,47.16778182,Wisconsin,United States
1985,45.35043636,Wisconsin,United States
1986,46.90121818,Wisconsin,United States
1987,49.74341818,Wisconsin,United States
1988,47.39834545,Wisconsin,United States
1989,44.00747273,Wisconsin,United States
1990,47.36889091,Wisconsin,United States
1991,47.7374,Wisconsin,United States
1992,45.66429091,Wisconsin,United States
1993,45.04378182,Wisconsin,United States
1994,47.39981818,Wisconsin,United States
1995,46.06241818,Wisconsin,United States
1996,44.17487273,Wisconsin,United States
1997,46.30198182,Wisconsin,United States
1998,50.47372727,Wisconsin,United States
1999,49.11914545,Wisconsin,United States
2000,47.25565455,Wisconsin,United States
2001,48.44790909,Wisconsin,United States
2002,47.21981818,Wisconsin,United States
2003,46.625,Wisconsin,United States
2004,47.246,Wisconsin,United States
2005,48.5816,Wisconsin,United States
2006,48.33401818,Wisconsin,United States
2007,47.714,Wisconsin,United States
2008,45.08387273,Wisconsin,United States
2009,46.42585455,Wisconsin,United States
2010,48.92556364,Wisconsin,United States
2011,47.83672727,Wisconsin,United States
2012,50.51987273,Wisconsin,United States
2013,50.15795,Wyoming,United States
1950,44.7224,Wyoming,United States
1951,41.44918182,Wyoming,United States
1952,43.4588,Wyoming,United States
1953,44.45190909,Wyoming,United States
1954,45.46563636,Wyoming,United States
1955,42.3446,Wyoming,United States
1956,43.48105455,Wyoming,United States
1957,43.64387273,Wyoming,United States
1958,44.44078182,Wyoming,United States
1959,43.20712727,Wyoming,United States
1960,43.75416364,Wyoming,United States
1961,43.49349091,Wyoming,United States
1962,44.4686,Wyoming,United States
1963,46.01087273,Wyoming,United States
1964,42.19601818,Wyoming,United States
1965,42.41038182,Wyoming,United States
1966,44.04707273,Wyoming,United States
1967,43.15918182,Wyoming,United States
1968,42.58383636,Wyoming,United States
1969,43.79621818,Wyoming,United States
1970,43.01649091,Wyoming,United States
1971,42.47256364,Wyoming,United States
1972,43.10861818,Wyoming,United States
1973,42.89278182,Wyoming,United States
1974,44.26143636,Wyoming,United States
1975,42.02550909,Wyoming,United States
